Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59,No,Travel_Rarely,Research & Development,18,4,Male,3,3,Manufacturing Director,4,Single,10512,No,25,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,3,Female,3,2,Laboratory Technician,2,Divorced,4444,No,15,4,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,4,Male,3,1,Laboratory Technician,3,Single,2154,Yes,5,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,3,Male,4,5,Manager,1,Divorced,19190,No,26,2,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,3,Male,2,2,Human Resources,2,Married,4490,No,14,4,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,3,Male,3,1,Research Scientist,3,Married,3506,Yes,4,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,2,Female,4,2,Research Scientist,2,Married,2372,Yes,18,3,1,0,0,0
43,No,Travel_Rarely,Sales,4,4,Female,2,3,Sales Executive,4,Single,10231,No,23,4,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,3,Female,3,2,Manufacturing Director,2,Single,5410,Yes,18,3,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,1,Female,3,3,Healthcare Representative,4,Married,7978,No,10,3,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,4,Male,2,1,Laboratory Technician,4,Married,3867,Yes,2,3,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,Female,2,1,Laboratory Technician,3,Single,2838,No,8,2,7,0,7,7
30,No,Non-Travel,Research & Development,9,3,Female,3,2,Manufacturing Director,3,Single,4695,Yes,10,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Yes,10,3,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,4,Male,3,1,Research Scientist,1,Single,2080,No,5,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,4,Female,3,1,Research Scientist,2,Single,2096,No,2,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,3,Male,4,2,Sales Executive,4,Married,6209,No,10,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,2,Female,3,5,Manager,2,Single,18061,No,22,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,3,Female,2,4,Manager,2,Divorced,17123,Yes,21,3,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,1,Male,3,1,Research Scientist,3,Divorced,2372,No,2,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,4,Male,3,2,Laboratory Technician,3,Married,4883,No,10,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,3,Male,3,1,Research Scientist,1,Single,3904,No,6,3,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,1,Female,2,2,Laboratory Technician,4,Married,4627,No,10,3,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,4,Female,3,3,Healthcare Representative,3,Married,7094,No,10,3,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,4,Female,3,1,Human Resources,1,Single,3423,No,10,4,7,6,5,7
28,No,Non-Travel,Research & Development,1,3,Female,1,2,Laboratory Technician,4,Married,6674,No,10,3,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,4,Female,3,4,Research Director,1,Married,16880,Yes,25,3,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,4,Male,2,3,Sales Executive,2,Single,9094,Yes,9,3,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,2,Male,3,3,Sales Executive,2,Single,8446,Yes,10,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,2,Female,3,3,Manager,1,Married,11916,Yes,9,3,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,1,Male,3,2,Manufacturing Director,3,Single,4534,No,9,3,8,7,1,7
31,No,Non-Travel,Sales,2,4,Female,3,3,Sales Executive,3,Divorced,9852,Yes,10,2,10,8,9,6
41,No,Non-Travel,Sales,10,3,Male,1,2,Sales Executive,2,Single,6151,No,19,3,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,4,Female,3,1,Sales Representative,2,Single,2302,Yes,3,4,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,1,Male,3,1,Laboratory Technician,1,Married,2362,No,10,4,3,2,1,2
42,No,Non-Travel,Research & Development,2,3,Male,3,4,Manager,3,Married,17861,Yes,21,2,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,4,Female,1,5,Manager,3,Married,19187,No,23,3,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,4,Male,3,5,Manager,2,Single,19717,No,36,3,7,3,7,7
40,No,Non-Travel,Research & Development,16,3,Male,3,1,Research Scientist,3,Divorced,3544,No,6,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,4,Male,3,3,Healthcare Representative,4,Divorced,8500,No,10,2,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,3,Male,3,2,Research Scientist,4,Single,4661,No,9,3,9,8,8,8
41,No,Travel_Frequently,Sales,1,3,Female,3,2,Sales Executive,1,Divorced,4103,No,10,3,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,3,Male,3,2,Research Scientist,3,Single,4249,Yes,9,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,3,Male,3,4,Manager,2,Divorced,14026,Yes,33,3,33,9,0,10
38,No,Travel_Rarely,Sales,2,2,Female,3,2,Sales Executive,1,Divorced,6893,No,11,3,7,7,1,7
34,No,Travel_Rarely,Sales,15,3,Female,3,2,Sales Executive,1,Single,6125,No,10,4,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,4,Male,3,1,Laboratory Technician,4,Married,3669,No,7,2,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,3,Female,2,3,Manufacturing Director,1,Married,10008,Yes,31,2,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,2,Male,3,1,Laboratory Technician,2,Married,2387,No,7,3,4,2,0,3
36,No,Travel_Frequently,Sales,7,1,Female,4,2,Sales Executive,1,Married,4639,No,17,2,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,4,Male,3,3,Manufacturing Director,4,Single,7898,No,11,3,10,9,0,8
27,No,Travel_Rarely,Sales,11,3,Female,4,1,Sales Representative,4,Married,2534,No,5,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,4,Female,2,4,Manufacturing Director,2,Single,13142,No,29,2,5,2,0,3
18,No,Non-Travel,Research & Development,1,4,Female,3,1,Laboratory Technician,4,Single,1611,No,0,4,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,4,Female,2,2,Laboratory Technician,4,Married,5363,No,10,3,9,7,0,0
27,No,Travel_Frequently,Sales,2,4,Male,1,2,Sales Executive,4,Single,5071,No,8,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,1,Male,4,4,Sales Executive,3,Single,13695,Yes,24,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,4,Male,3,4,Manufacturing Director,2,Married,13402,Yes,33,3,19,16,15,9
34,No,Non-Travel,Research & Development,26,1,Female,2,1,Research Scientist,3,Divorced,2029,No,5,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,2,Female,4,2,Healthcare Representative,3,Divorced,6377,No,15,3,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,2,Male,3,2,Laboratory Technician,3,Married,5429,No,10,3,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,3,Female,2,1,Sales Representative,4,Single,2785,No,3,4,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,4,Female,3,2,Sales Executive,3,Married,4614,Yes,5,2,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,4,Male,4,1,Research Scientist,3,Divorced,2610,No,4,3,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,3,Female,3,2,Healthcare Representative,4,Single,6687,No,14,4,14,11,4,11
28,No,Travel_Rarely,Sales,26,3,Male,2,2,Sales Executive,1,Married,4724,No,5,3,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,4,Male,3,2,Manufacturing Director,3,Married,6179,Yes,10,2,10,2,6,7
39,No,Travel_Rarely,Sales,21,1,Male,2,2,Sales Executive,4,Married,6120,Yes,8,4,5,4,1,4
51,No,Travel_Frequently,Sales,2,2,Male,3,3,Sales Executive,2,Married,10596,No,14,3,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,4,Female,3,2,Research Scientist,4,Divorced,5467,Yes,12,2,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,3,Male,3,1,Research Scientist,3,Married,2996,Yes,8,3,6,4,1,3
33,No,Travel_Frequently,Sales,5,2,Male,3,2,Sales Executive,4,Married,9998,No,8,4,5,4,1,2
32,No,Travel_Rarely,Sales,2,3,Male,3,2,Sales Executive,2,Married,4078,Yes,4,2,3,2,1,2
39,No,Non-Travel,Research & Development,25,3,Male,3,3,Healthcare Representative,3,Married,10920,No,13,3,6,4,0,5
25,No,Travel_Rarely,Sales,18,1,Male,4,2,Sales Executive,3,Married,6232,No,6,2,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,4,Female,4,4,Manufacturing Director,3,Married,13247,Yes,24,2,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,1,Female,2,2,Research Scientist,3,Single,4081,Yes,20,1,20,7,1,8
27,No,Travel_Rarely,Sales,10,4,Female,2,2,Sales Executive,4,Married,5769,Yes,6,3,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,17,4,Female,3,1,Research Scientist,3,Single,2394,Yes,8,3,8,2,7,7
26,No,Travel_Rarely,Research & Development,2,1,Male,2,1,Research Scientist,4,Single,3904,No,5,3,4,3,1,1
42,No,Travel_Rarely,Human Resources,10,3,Female,3,4,Manager,1,Married,16799,No,21,3,20,7,0,9
52,No,Travel_Rarely,Research & Development,8,3,Female,3,1,Laboratory Technician,1,Married,2950,No,12,1,5,4,0,4
37,No,Travel_Rarely,Research & Development,11,1,Female,3,1,Laboratory Technician,3,Single,3629,No,8,3,3,2,0,2
35,No,Travel_Frequently,Research & Development,18,3,Male,3,3,Manufacturing Director,4,Single,9362,No,10,3,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,1,Male,3,1,Laboratory Technician,4,Married,3229,No,7,2,3,2,0,2
26,No,Travel_Rarely,Research & Development,7,3,Male,4,1,Laboratory Technician,1,Single,3578,No,8,3,7,7,0,7
29,No,Travel_Rarely,Human Resources,17,2,Male,2,3,Human Resources,1,Single,7988,No,10,2,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,28,1,Male,2,2,Laboratory Technician,1,Single,4284,No,20,3,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,14,3,Female,3,3,Healthcare Representative,4,Single,7553,Yes,9,3,8,7,7,7
54,No,Travel_Rarely,Research & Development,1,4,Female,3,4,Research Director,4,Single,17328,No,29,2,20,7,12,7
58,No,Travel_Rarely,Research & Development,1,4,Female,3,5,Research Director,1,Married,19701,Yes,32,3,9,8,1,5
55,No,Travel_Rarely,Research & Development,1,2,Male,4,4,Research Director,4,Divorced,14732,No,31,4,7,7,0,0
36,No,Travel_Rarely,Sales,3,1,Female,3,2,Sales Executive,2,Single,9278,Yes,15,3,5,4,0,1
31,Yes,Travel_Frequently,Sales,1,2,Female,1,1,Sales Representative,3,Single,1359,No,1,3,1,0,0,0
30,No,Travel_Rarely,Sales,7,4,Female,3,2,Sales Executive,1,Divorced,4779,No,8,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,8,1,Female,3,4,Research Director,2,Single,16422,No,9,4,3,2,1,0
34,No,Travel_Frequently,Research & Development,1,4,Male,3,1,Research Scientist,1,Divorced,2996,No,10,3,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,8,1,Female,2,1,Research Scientist,2,Single,1261,No,1,4,1,0,0,0
27,No,Travel_Rarely,Research & Development,11,2,Male,3,1,Laboratory Technician,1,Married,2099,No,6,4,5,0,1,4
36,No,Travel_Rarely,Research & Development,4,1,Male,2,2,Laboratory Technician,4,Single,5810,No,10,2,10,4,1,8
36,No,Travel_Rarely,Sales,16,3,Female,2,2,Sales Executive,1,Married,5647,No,11,2,3,2,0,2
47,No,Travel_Rarely,Research & Development,1,1,Male,3,1,Research Scientist,4,Married,3420,No,17,2,6,5,1,2
25,Yes,Travel_Rarely,Sales,9,1,Male,2,1,Sales Representative,1,Married,4400,No,6,3,3,2,2,2
37,No,Non-Travel,Research & Development,5,3,Male,4,1,Laboratory Technician,3,Single,3500,No,7,1,6,5,1,3
56,No,Travel_Rarely,Research & Development,1,1,Female,3,1,Research Scientist,1,Married,2066,No,5,4,3,2,1,0
47,No,Travel_Rarely,Research & Development,2,1,Female,3,4,Research Director,3,Married,17169,No,26,4,20,17,5,6
24,No,Travel_Rarely,Sales,4,4,Female,3,2,Sales Executive,3,Married,4162,Yes,5,3,5,4,0,3
32,No,Travel_Rarely,Sales,7,4,Male,3,2,Sales Executive,4,Married,9204,No,7,2,4,3,0,3
34,No,Travel_Rarely,Research & Development,1,4,Female,2,1,Laboratory Technician,2,Married,3294,No,7,2,5,4,0,2
41,No,Travel_Rarely,Research & Development,5,2,Male,4,1,Research Scientist,3,Married,2127,Yes,7,2,4,2,0,3
40,No,Non-Travel,Research & Development,9,3,Male,3,2,Laboratory Technician,3,Divorced,3975,No,11,4,8,7,0,7
31,No,Travel_Rarely,Sales,8,1,Male,3,3,Sales Executive,4,Divorced,10793,No,13,3,13,7,9,9
46,Yes,Travel_Rarely,Sales,9,1,Male,3,3,Sales Executive,4,Divorced,10096,No,28,4,7,7,4,3
39,Yes,Non-Travel,Research & Development,2,1,Female,2,1,Laboratory Technician,1,Single,3646,Yes,11,4,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,1,3,Female,4,3,Manufacturing Director,2,Single,7446,No,10,3,10,8,4,7
45,No,Travel_Rarely,Research & Development,20,2,Male,1,3,Healthcare Representative,1,Divorced,10851,Yes,24,3,7,7,0,7
31,No,Travel_Rarely,Human Resources,8,4,Female,4,1,Human Resources,2,Single,2109,No,8,3,3,2,0,2
31,Yes,Travel_Frequently,Research & Development,2,2,Male,3,1,Laboratory Technician,4,Married,3722,Yes,7,1,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,2,Male,3,3,Manufacturing Director,4,Married,9380,Yes,10,4,3,1,1,2
48,No,Travel_Rarely,Sales,7,3,Male,3,2,Sales Executive,1,Divorced,5486,No,15,3,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,1,Female,3,1,Human Resources,3,Married,2742,No,2,3,2,2,2,2
40,No,Non-Travel,Research & Development,8,4,Male,2,3,Research Director,2,Divorced,13757,No,16,3,9,8,4,8
28,No,Travel_Rarely,Sales,5,4,Male,3,2,Sales Executive,1,Single,8463,No,6,3,5,4,1,3
44,No,Non-Travel,Research & Development,5,3,Male,2,1,Laboratory Technician,3,Single,3162,No,7,3,5,2,0,3
53,No,Travel_Rarely,Research & Development,2,4,Male,4,4,Research Director,2,Single,16598,No,35,2,9,8,8,8
49,No,Travel_Rarely,Research & Development,5,1,Male,3,2,Healthcare Representative,3,Married,6651,No,20,2,3,2,1,2
40,No,Travel_Rarely,Research & Development,2,3,Male,3,1,Research Scientist,3,Divorced,2345,No,8,4,3,1,1,2
44,No,Travel_Rarely,Research & Development,20,4,Male,3,1,Research Scientist,2,Single,3420,No,6,2,5,2,1,3
33,No,Travel_Frequently,Sales,7,4,Male,3,2,Sales Executive,1,Married,4373,No,5,3,4,3,0,3
34,No,Travel_Rarely,Sales,3,4,Male,1,2,Sales Executive,1,Single,4759,No,15,3,13,9,3,12
30,No,Travel_Rarely,Sales,16,4,Male,3,2,Sales Executive,3,Married,5301,No,4,2,2,1,2,2
42,No,Travel_Frequently,Research & Development,9,1,Female,3,1,Laboratory Technician,4,Single,3673,No,12,3,12,9,5,8
44,No,Travel_Frequently,Sales,1,1,Female,3,2,Sales Executive,3,Married,4768,No,11,2,1,0,0,0
30,No,Non-Travel,Research & Development,7,3,Male,3,1,Research Scientist,3,Divorced,1274,No,1,2,1,0,0,0
57,No,Travel_Rarely,Research & Development,1,2,Male,4,2,Research Scientist,3,Married,4900,No,13,2,12,9,2,8
49,No,Travel_Rarely,Research & Development,7,3,Male,3,3,Healthcare Representative,2,Divorced,10466,No,29,3,8,7,0,7
34,No,Travel_Frequently,Research & Development,15,2,Male,3,4,Research Director,1,Divorced,17007,No,16,2,14,8,6,9
28,Yes,Travel_Frequently,Sales,1,1,Male,3,1,Sales Representative,3,Married,2909,No,5,4,3,2,1,2
29,Yes,Travel_Frequently,Sales,13,1,Female,3,2,Sales Executive,2,Single,5765,No,7,1,5,3,0,0
34,Yes,Travel_Rarely,Sales,24,1,Female,2,2,Sales Executive,2,Single,4599,Yes,16,4,15,9,10,10
35,No,Travel_Rarely,Sales,7,4,Male,3,1,Sales Representative,3,Married,2404,No,1,3,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,9,2,Male,3,1,Laboratory Technician,1,Single,3172,Yes,4,2,0,0,0,0
24,No,Non-Travel,Sales,13,4,Female,3,1,Sales Representative,2,Married,2033,No,1,3,1,0,0,0
44,No,Travel_Frequently,Research & Development,2,2,Male,3,3,Manufacturing Director,3,Single,10209,Yes,16,2,2,2,2,2
29,No,Travel_Rarely,Sales,19,3,Male,2,2,Sales Executive,3,Divorced,8620,No,10,3,10,7,0,4
30,No,Travel_Rarely,Human Resources,1,3,Male,3,1,Human Resources,3,Divorced,2064,No,6,4,5,3,1,3
55,No,Travel_Rarely,Research & Development,4,4,Male,3,2,Healthcare Representative,3,Married,4035,Yes,4,3,3,2,1,2
33,No,Travel_Rarely,Research & Development,4,1,Female,2,1,Laboratory Technician,2,Married,3838,No,8,3,5,4,0,2
47,No,Travel_Rarely,Sales,14,3,Female,3,2,Sales Executive,3,Married,4591,Yes,11,2,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,2,3,Male,2,1,Laboratory Technician,1,Single,2561,No,8,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,1,1,Male,2,1,Research Scientist,3,Divorced,1563,No,1,1,1,0,0,0
28,No,Travel_Frequently,Sales,7,3,Male,3,2,Sales Executive,1,Single,4898,No,5,3,4,2,1,3
49,No,Travel_Rarely,Research & Development,3,3,Female,2,2,Laboratory Technician,1,Married,4789,No,10,3,3,2,1,2
29,No,Travel_Frequently,Research & Development,2,4,Female,3,1,Laboratory Technician,2,Married,3180,No,4,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,29,3,Male,1,2,Manufacturing Director,2,Married,6549,No,8,2,8,6,1,7
33,No,Travel_Rarely,Research & Development,8,4,Male,3,2,Healthcare Representative,3,Single,6388,Yes,14,3,0,0,0,0
32,No,Travel_Rarely,Research & Development,10,3,Male,3,3,Manager,4,Single,11244,No,10,4,5,2,0,0
54,No,Travel_Frequently,Research & Development,11,2,Female,3,4,Manager,4,Divorced,16032,No,26,3,14,9,1,12
29,Yes,Travel_Rarely,Research & Development,1,1,Male,2,1,Research Scientist,1,Single,2362,No,11,1,9,7,0,7
44,No,Travel_Rarely,Research & Development,28,4,Male,3,4,Research Director,1,Married,16328,No,24,4,20,6,14,17
39,No,Travel_Rarely,Research & Development,6,2,Female,3,3,Manufacturing Director,2,Single,8376,No,9,3,2,0,2,2
46,No,Travel_Rarely,Sales,3,3,Female,3,4,Manager,2,Married,16606,No,23,4,13,12,5,1
35,No,Travel_Rarely,Research & Development,16,4,Female,2,3,Healthcare Representative,2,Single,8606,No,11,1,11,8,3,3
23,No,Travel_Rarely,Research & Development,20,1,Male,3,2,Laboratory Technician,3,Single,2272,No,5,3,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,9,4,Male,3,1,Laboratory Technician,1,Single,2018,No,15,1,5,4,1,0
34,No,Travel_Rarely,Sales,1,4,Male,2,3,Sales Executive,3,Married,7083,Yes,10,3,10,9,8,6
31,Yes,Travel_Frequently,Research & Development,3,4,Female,3,1,Research Scientist,3,Single,4084,No,7,1,7,2,7,7
50,No,Travel_Frequently,Research & Development,22,3,Male,1,4,Research Director,4,Single,14411,Yes,32,3,32,6,13,9
34,No,Travel_Rarely,Sales,7,2,Male,3,1,Sales Representative,3,Married,2308,Yes,12,3,11,10,5,7
42,No,Travel_Rarely,Research & Development,2,3,Male,2,1,Laboratory Technician,2,Married,4841,No,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,13,1,Male,3,2,Research Scientist,4,Married,4285,No,10,3,10,8,3,7
29,No,Travel_Rarely,Research & Development,8,3,Female,1,2,Healthcare Representative,1,Married,9715,No,9,3,7,7,0,7
33,No,Travel_Rarely,Research & Development,25,4,Male,2,2,Manufacturing Director,2,Single,4320,No,5,3,5,3,0,2
45,No,Travel_Rarely,Research & Development,28,4,Male,3,1,Research Scientist,4,Married,2132,No,8,3,5,4,0,3
42,No,Travel_Frequently,Research & Development,2,4,Male,3,3,Healthcare Representative,4,Married,10124,Yes,24,1,20,8,13,9
40,No,Travel_Rarely,Sales,9,1,Male,3,2,Sales Executive,1,Married,5473,No,9,4,8,4,7,1
33,No,Travel_Rarely,Research & Development,28,2,Male,3,2,Laboratory Technician,3,Married,5207,Yes,15,3,15,14,5,7
40,No,Travel_Rarely,Human Resources,6,3,Male,3,4,Manager,4,Single,16437,Yes,21,3,21,7,7,7
24,No,Travel_Rarely,Research & Development,21,3,Male,2,1,Laboratory Technician,1,Divorced,2296,No,2,3,1,1,0,0
40,No,Non-Travel,Research & Development,8,4,Male,3,2,Healthcare Representative,4,Divorced,4069,Yes,8,3,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,1,Male,3,3,Healthcare Representative,2,Divorced,7441,No,10,3,10,8,7,7
35,No,Travel_Rarely,Sales,28,2,Female,2,1,Sales Representative,3,Married,2430,No,6,3,5,3,4,2
32,No,Travel_Rarely,Research & Development,5,4,Female,2,2,Research Scientist,2,Married,5878,No,12,3,7,1,2,5
36,No,Travel_Rarely,Sales,2,3,Male,3,1,Sales Representative,4,Single,2644,Yes,7,2,3,2,1,2
48,No,Travel_Rarely,Sales,16,3,Female,3,2,Sales Executive,3,Divorced,6439,No,18,3,8,7,7,7
29,No,Travel_Rarely,Research & Development,9,3,Male,4,1,Research Scientist,3,Married,2451,No,5,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,1,Male,3,2,Sales Executive,1,Married,6392,No,8,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,2,Male,2,2,Sales Executive,1,Married,9714,No,10,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,3,Male,3,2,Human Resources,3,Married,6077,No,10,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,4,Male,2,1,Laboratory Technician,1,Single,2450,No,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,29,3,Male,3,3,Sales Executive,2,Married,9250,No,9,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,2,1,Female,3,1,Laboratory Technician,1,Divorced,2074,Yes,1,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,3,Female,2,3,Manufacturing Director,4,Married,10169,No,34,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Male,3,2,Manufacturing Director,2,Married,4855,No,7,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,4,Male,3,2,Research Scientist,1,Married,4087,No,9,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,3,Female,3,1,Research Scientist,1,Married,2367,No,10,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,1,Male,3,1,Research Scientist,4,Single,2972,No,1,1,1,0,0,0
55,No,Travel_Rarely,Sales,26,3,Male,2,5,Manager,4,Married,19586,No,36,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,2,Male,3,2,Research Scientist,4,Married,5484,No,9,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,1,Female,3,1,Research Scientist,4,Married,2061,No,1,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,3,Male,3,2,Sales Executive,2,Married,9924,No,10,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,2,Female,3,2,Sales Executive,2,Single,4198,No,8,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,2,Female,3,2,Sales Executive,3,Single,6815,No,15,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,2,Male,3,1,Laboratory Technician,1,Single,4723,Yes,10,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,1,Female,3,2,Healthcare Representative,3,Single,6142,Yes,10,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,4,Male,4,3,Sales Executive,3,Married,8237,No,11,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,1,Male,3,2,Healthcare Representative,4,Divorced,8853,No,6,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,3,Male,3,5,Manager,3,Married,19331,Yes,27,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,4,Male,4,1,Research Scientist,3,Married,2073,No,4,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,1,Male,4,2,Laboratory Technician,1,Married,5562,Yes,9,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,4,Male,2,5,Manager,4,Single,19613,No,24,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,2,Male,4,2,Laboratory Technician,3,Married,3407,No,10,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,4,Male,2,2,Healthcare Representative,3,Married,5063,No,8,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,4,Female,3,2,Sales Executive,1,Married,4639,No,5,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,4,Male,4,1,Laboratory Technician,2,Divorced,4876,No,8,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,3,Male,2,1,Laboratory Technician,4,Married,2690,No,1,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,4,Male,4,4,Manager,1,Single,17567,No,27,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Male,3,1,Laboratory Technician,2,Married,2408,Yes,1,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Female,2,1,Research Scientist,3,Married,2814,Yes,4,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,2,Male,3,4,Healthcare Representative,3,Married,11245,Yes,32,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,2,Female,4,1,Research Scientist,4,Married,3312,No,6,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,2,Female,3,5,Research Director,4,Divorced,19049,Yes,23,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,2,Male,2,1,Research Scientist,2,Married,2141,No,6,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,3,Female,1,2,Laboratory Technician,1,Single,5769,Yes,10,3,10,7,1,4
45,No,Non-Travel,Sales,26,1,Male,2,2,Sales Executive,1,Married,4385,No,10,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Male,3,2,Sales Executive,1,Single,5332,No,10,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,3,Female,3,2,Manufacturing Director,3,Married,4663,Yes,7,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,3,Male,4,2,Manufacturing Director,4,Divorced,4724,No,9,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,3,Female,3,1,Laboratory Technician,1,Married,3211,No,10,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,2,Male,3,2,Manufacturing Director,1,Married,5377,No,10,3,7,7,7,7
